buying maint doors persons lug_boot safety class mlp
low low 2 4 small low unacc unacc
low low 2 4 small med acc unacc
low low 2 4 small high good unacc
low low 2 4 med low unacc unacc
low low 2 4 med med acc unacc
low low 2 4 med high good unacc
low low 2 4 big low unacc unacc
low low 2 4 big med good unacc
low low 2 4 big high vgood unacc
low low 2 more small low unacc unacc
low low 2 more small med unacc unacc
low low 2 more small high unacc unacc
low low 2 more med low unacc unacc
low low 2 more med med acc unacc
low low 2 more med high good unacc
low low 2 more big low unacc unacc
low low 2 more big med good unacc
low low 2 more big high vgood unacc
low low 3 2 small low unacc unacc
low low 3 2 small med unacc unacc
low low 3 2 small high unacc unacc
low low 3 2 med low unacc unacc
low low 3 2 med med unacc unacc
low low 3 2 med high unacc unacc
low low 3 2 big low unacc unacc
low low 3 2 big med unacc unacc
low low 3 2 big high unacc unacc
low low 3 4 small low unacc unacc
low low 3 4 small med acc unacc
low low 3 4 small high good unacc
low low 3 4 med low unacc unacc
low low 3 4 med med acc unacc
low low 3 4 med high good unacc
low low 3 4 big low unacc unacc
low low 3 4 big med good unacc
low low 3 4 big high vgood unacc
low low 3 more small low unacc unacc
low low 3 more small med acc unacc
low low 3 more small high good unacc
low low 3 more med low unacc unacc
low low 3 more med med good unacc
low low 3 more med high vgood unacc
low low 3 more big low unacc unacc
low low 3 more big med good unacc
low low 3 more big high vgood unacc
low low 4 2 small low unacc unacc
low low 4 2 small med unacc unacc
low low 4 2 small high unacc unacc
low low 4 2 med low unacc unacc
low low 4 2 med med unacc unacc
low low 4 2 med high unacc unacc
low low 4 2 big low unacc unacc
low low 4 2 big med unacc unacc
low low 4 2 big high unacc unacc
low low 4 4 small low unacc unacc
low low 4 4 small med acc unacc
low low 4 4 small high good unacc
low low 4 4 med low unacc unacc
low low 4 4 med med good unacc
low low 4 4 med high vgood unacc
low low 4 4 big low unacc unacc
low low 4 4 big med good unacc
low low 4 4 big high vgood unacc
low low 4 more small low unacc unacc
low low 4 more small med acc unacc
low low 4 more small high good unacc
low low 4 more med low unacc unacc
low low 4 more med med good unacc
low low 4 more med high vgood unacc
low low 4 more big low unacc unacc
low low 4 more big med good unacc
low low 4 more big high vgood unacc
low low 5more 2 small low unacc unacc
low low 5more 2 small med unacc unacc
low low 5more 2 small high unacc unacc
low low 5more 2 med low unacc unacc
low low 5more 2 med med unacc unacc
low low 5more 2 med high unacc unacc
low low 5more 2 big low unacc unacc
low low 5more 2 big med unacc unacc
low low 5more 2 big high unacc unacc
low low 5more 4 small low unacc unacc
low low 5more 4 small med acc unacc
low low 5more 4 small high good unacc
low low 5more 4 med low unacc unacc
low low 5more 4 med med good unacc
low low 5more 4 med high vgood unacc
low low 5more 4 big low unacc unacc
low low 5more 4 big med good unacc
low low 5more 4 big high vgood unacc
low low 5more more small low unacc unacc
low low 5more more small med acc unacc
low low 5more more small high good unacc
low low 5more more med low unacc unacc
low low 5more more med med good unacc
low low 5more more med high vgood unacc
low low 5more more big low unacc unacc
low low 5more more big med good unacc
low low 5more more big high vgood unacc
